id,text,group_label,department_label,created_at,text_clean
1793,Графики в Zabbix не обновляются уже 3 часов,Infrastructure,Monitoring,2026-04-20T20:50:48.100592,графика zabbix обновляться час
1794,Зависает пожалуйста проводник при открытии папки Загрузки,Workplace,OS,2026-04-20T20:50:48.100616,зависать пожалуйста проводник открытие папка загрузка
1795,Дублируются записи в воронке продаж после импорта,BusinessApps,CRM,2026-04-20T20:50:48.100633,дублироваться запись воронка продажа импорт
1796,"Не работает интеграция CRM с телефонией, звонки не логируются",BusinessApps,CRM,2026-04-20T20:50:48.100652,работать интеграция crm телефония звонок логироваться
1797,Пропадает звук после выхода из спящего режима,Workplace,OS,2026-04-20T20:50:48.100669,пропадать звук выход спать режим
1798,Не хватает места в хранилище резервных копий,Infrastructure,Backup,2026-04-20T20:50:48.100686,хватать место хранилище резервный копия
1799,Пропущены метрики с хоста host-12 за период выходные,Infrastructure,Monitoring,2026-04-20T20:50:48.100705,пропустить метрика хост host период выходной
1800,"Не удаётся удалить карантинный файл, доступ запрещён",Security,Antivirus,2026-04-20T20:50:48.100722,удаваться удалить карантинный файл доступ запретить
1801,Маршрут согласования документа DOC-72437 завис на пожалуйста этапе Согласование,BusinessApps,DocumentFlow,2026-04-20T20:50:48.100748,маршрут согласование документ doc зависнуть пожалуйста этап согласование
1802,"Монитор не включается, индикатор не горит",Workplace,Periphery,2026-04-20T20:50:48.100765,монитор включаться индикатор гореть
1803,"Лицензия на Adobe Reader истекла, требуется продление",BusinessApps,SpecialSoftware,2026-04-20T20:50:48.100784,лицензия adobe reader истечь требоваться продление
1804,"Пришло письмо с подозрительной ссылкой, возможно фишинг",Security,DLP,2026-04-20T20:50:48.100801,прийти письмо подозрительный ссылка возможно фишинга
1805,Ошибка сертификата срочно при подключении к VPN-шлюзу,Workplace,RemoteAccess,2026-04-20T20:50:48.100820,ошибка сертификат срочно подключение vpnшлюз
1806,Не работает автозапуск программ при старте системы,Workplace,OS,2026-04-20T20:50:48.100837,работать автозапуск программа старт система
1807,Графики в Zabbix пожалуйста не обновляются уже 3 часов,Infrastructure,Monitoring,2026-04-20T20:50:48.100864,графика zabbix пожалуйста обновляться час
1808,Требуется пожалуйста проверить логи DLP на предмет утечки по ключу паспортные данные,Security,DLP,2026-04-20T20:50:48.100906,требоваться пожалуйста проверить лог dlp предмет утечка ключ паспортный дать
1809,"Лицензия на Notepad++ истекла, требуется продление пожалуйста",BusinessApps,SpecialSoftware,2026-04-20T20:50:48.100933,лицензия notepad истечь требоваться продление пожалуйста
1810,всё ещё Ошибка в логах Event Log: Connection refused,Infrastructure,Servers,2026-04-20T20:50:48.100970,всё ещё ошибка лог event log connection refused
1811,Требуется настроить плагин для SolidWorks под задачу печать уже чертежей,BusinessApps,SpecialSoftware,2026-04-20T20:50:48.100998,требоваться настроить плагин solidworks задача печать чертёж
1812,Сессия в Terminal Server обрывается через 15 минут,Workplace,RemoteAccess,2026-04-20T20:50:48.101030,сессия terminal server обрываться минута
1813,Требуется установить ПО WinSCP на рабочую станцию,Workplace,PCAdmin,2026-04-20T20:50:48.101054,требоваться установить winscp рабочий станция
1814,Графики в Zabbix не обновляются уже 24 часов пожалуйста,Infrastructure,Monitoring,2026-04-20T20:50:48.101077,графика zabbix обновляться час пожалуйста
1815,Не помогите хватает места в хранилище резервных копий,Infrastructure,Backup,2026-04-20T20:50:48.101097,помочь хватать место хранилище резервный копия
1816,"Антивирус блокирует программу {app}, хотя она безопасна",Security,Antivirus,2026-04-20T20:50:48.101115,антивирус блокировать программа app хотя безопасный
1817,Полное сканирование зависло на файле конфиденциально.pdf,Security,Antivirus,2026-04-20T20:50:48.101136,полный сканирование зависнуть файл конфиденциальноpdf
1818,Не работает резервное копирование баз данных уже неделю день,Infrastructure,Backup,2026-04-20T20:50:48.101154,работать резервный копирование база данные неделя день
1819,"Мышь не работает, пробовал перетыкать в разные USB",Workplace,Periphery,2026-04-20T20:50:48.101171,мышь работать пробовать перетыкать разный usb
1820,Пользователь пытается обойти DLP через архив с паролем,Security,DLP,2026-04-20T20:50:48.101188,пользователь пытаться обойти dlp архив пароль
1821,"Пользователь уволен, нужно отозвать все доступы",Security,AccessControl,2026-04-20T20:50:48.101205,пользователь уволить нужно отозвать доступ
1822,Падение AutoCAD опять при обработке файла большого размера,BusinessApps,SpecialSoftware,2026-04-20T20:50:48.101225,падение autocad обработка файл большой размер
1823,"Не могу зайти в CRM, пишет срочно доступ запрещён",BusinessApps,CRM,2026-04-20T20:50:48.101245,мочь зайти crm писать срочно доступ запретить
1824,Не могу подключиться к корпоративному порталу из дома,Workplace,RemoteAccess,2026-04-20T20:50:48.101262,мочь подключиться корпоративный портал дом
1825,Система DLP заблокировала отправку файла база_клиентов.db,Security,DLP,2026-04-20T20:50:48.101280,система dlp заблокировать отправка файл базаклиентовdb
1826,"Не пингуется сервер 10.0.126.175, вся сеть легла",Infrastructure,Network,2026-04-20T20:50:48.101298,пинговаться сервер весь сеть лечь
1827,Не хватает места в хранилище резервных копий,Infrastructure,Backup,2026-04-20T20:50:48.101315,хватать место хранилище резервный копия
1828,Зависает проводник при открытии папки Загрузки,Workplace,OS,2026-04-20T20:50:48.101332,зависать проводник открытие папка загрузка
1829,Ошибка сертификата при подключении к VPN-шлюзу,Workplace,RemoteAccess,2026-04-20T20:50:48.101349,ошибка сертификат подключение vpnшлюз
1830,Обнаружена угроза PUP.Optional на рабочей станции WS-47,Security,Antivirus,2026-04-20T20:50:48.101372,обнаружить угроза pupoptional рабочий станция
1831,Полное сканирование зависло на файле конфиденциально.pdf,Security,Antivirus,2026-04-20T20:50:48.101391,полный сканирование зависнуть файл конфиденциальноpdf
1832,"Мышь не работает, пробовал перетыкать в разные USB",Workplace,Periphery,2026-04-20T20:50:48.101408,мышь работать пробовать перетыкать разный usb
1833,Пользователь пытается обойти DLP через архив уже с паролем,Security,DLP,2026-04-20T20:50:48.101428,пользователь пытаться обойти dlp архив пароль
1834,Не отображается статус сервиса nginx в дашборде,Infrastructure,Monitoring,2026-04-20T20:50:48.101447,отображаться статус сервис nginx дашборд
1835,Графики в Zabbix не обновляются уже 3 часов,Infrastructure,Monitoring,2026-04-20T20:50:48.101465,графика zabbix обновляться час
1836,Некорректно считается uptime сервиса Redis,Infrastructure,Monitoring,2026-04-20T20:50:48.101483,некорректно считаться uptime сервис redis
1837,всё ещё Некорректно считается uptime сервиса MSSQLSERVER,Infrastructure,Monitoring,2026-04-20T20:50:48.101503,всё ещё некорректно считаться uptime сервис mssqlserver
1838,Отчёт в CRM формируется с неверными данными за последние 2 часа,BusinessApps,CRM,2026-04-20T20:50:48.101522,отчёт crm формироваться неверный данные последний час
1839,"Забыл пароль от VPN, нужен срочно сброс доступа",Workplace,RemoteAccess,2026-04-20T20:50:48.101541,забыть пароль vpn нужный срочно сброс доступ
1840,"Тормозит система, процесс explorer.exe грузит процессор",Workplace,OS,2026-04-20T20:50:48.101560,тормозить система процесс explorerexe грузить процессор
1841,"Не обновляется система, ошибка кода 691",Workplace,OS,2026-04-20T20:50:48.101578,обновляться система ошибка код
1842,Требуется настроить новое правило DLP для защиты персональные данные,Security,DLP,2026-04-20T20:50:48.101597,требоваться настроить новый правило dlp защита персональный дать
1843,"Не работает вход уже по смарт-карте, ошибка считывания",Security,AccessControl,2026-04-20T20:50:48.101617,работать вход смарткарта ошибка считывание
1844,Ошибка при экспорте данных из CRM в Excel,BusinessApps,CRM,2026-04-20T20:50:48.101634,ошибка экспорт данные crm excel
1845,Маршрутизатор не раздаёт IP-адреса по DHCP,Infrastructure,Network,2026-04-20T20:50:48.101704,маршрутизатор раздавать ipадрес dhcp
1846,"Медленный интернет, скорость всего 0.5 Мбит/с",Infrastructure,Network,2026-04-20T20:50:48.101725,медленный интернет скорость мбитс
1847,Не пожалуйста применяется политика блокировки экрана через 15 мин,Security,AccessControl,2026-04-20T20:50:48.101748,пожалуйста применяться политика блокировка экран мина
1848,Зависает проводник при открытии папки Сетевое окружение,Workplace,OS,2026-04-20T20:50:48.101766,зависать проводник открытие папка сетевой окружение
1849,Не приходит уведомление о подписании документа,BusinessApps,DocumentFlow,2026-04-20T20:50:48.101783,приходить уведомление подписание документ
1850,"Картридж в принтере закончился, требуется замена",Workplace,Periphery,2026-04-20T20:50:48.101800,картридж принтер закончиться требоваться замена
1851,Не работает поиск по реквизитам в системе документооборота,BusinessApps,DocumentFlow,2026-04-20T20:50:48.101817,работать поиск реквизит система документооборот
1852,Ошибка проведения документа в 1С: срочно Disk full,BusinessApps,1C,2026-04-20T20:50:48.101838,ошибка проведение документ срочно disk full
1853,"Сканер не определяется системой, драйвер не установлен",Workplace,Periphery,2026-04-20T20:50:48.101859,сканер определяться система драйвер установить
1854,"Не пингуется сервер 10.0.246.145, вся сеть легла уже",Infrastructure,Network,2026-04-20T20:50:48.101886,пинговаться сервер весь сеть лечь
1855,Отчёт в CRM формируется с неверными данными за выходные,BusinessApps,CRM,2026-04-20T20:50:48.101917,отчёт crm формироваться неверный данные выходной
1856,Не работает резервное копирование баз данных уже уже неделю день,Infrastructure,Backup,2026-04-20T20:50:48.101960,работать резервный копирование база данные неделя день
1857,Ложное срабатывание мониторинга помогите на CPU,Infrastructure,Monitoring,2026-04-20T20:50:48.101984,ложный срабатывание мониторинг помочь cpu
1858,"Недоступен шлюз по адресу 10.0.12.27, опять проверка связи не проходит",Infrastructure,Network,2026-04-20T20:50:48.102006,недоступный шлюз адрес проверка связь проходить
1859,"Не обновляется система, ошибка кода 0x80070005",Workplace,OS,2026-04-20T20:50:48.102025,обновляться система ошибка код
1860,"Тормозит система, процесс svchost.exe грузит процессор",Workplace,OS,2026-04-20T20:50:48.102043,тормозить система процесс svchostexe грузить процессор
1861,Обнаружена угроза PUP.Optional на рабочей станции WS-125,Security,Antivirus,2026-04-20T20:50:48.102064,обнаружить угроза pupoptional рабочий станция
1862,"Пришло письмо с подозрительной ссылкой, возможно фишинг",Security,DLP,2026-04-20T20:50:48.102081,прийти письмо подозрительный ссылка возможно фишинга
1863,Отчёт в CRM формируется с неверными данными за последние 2 часа,BusinessApps,CRM,2026-04-20T20:50:48.102106,отчёт crm формироваться неверный данные последний час
1864,Требуется удалить старое ПО перед установкой нового,Workplace,PCAdmin,2026-04-20T20:50:48.102124,требоваться удалить старое установка новый
1865,"Забыл пароль от AD, нужно сбросить срочно",Security,AccessControl,2026-04-20T20:50:48.102142,забыть пароль нужно сбросить срочно
1866,"Антивирус грузит процессор на 100%, тормозит работу",Security,Antivirus,2026-04-20T20:50:48.102160,антивирус грузить процессор тормозить работа
1867,"Сервер завис при обновлении, требуется перезагрузка",Infrastructure,Servers,2026-04-20T20:50:48.102177,сервер зависнуть обновление требоваться перезагрузка
1868,Не работает экспорт данных из SolidWorks в формат .pdf,BusinessApps,SpecialSoftware,2026-04-20T20:50:48.102197,работать экспорт данные solidworks формат pdf
1869,Медленная работа 1С при открытии справочника Склады,BusinessApps,1C,2026-04-20T20:50:48.102215,медленный работа открытие справочник склад
1870,Маршрутизатор не раздаёт IP-адреса по DHCP,Infrastructure,Network,2026-04-20T20:50:48.102232,маршрутизатор раздавать ipадрес dhcp
1871,"Забыл пароль от VPN, нужен сброс доступа",Workplace,RemoteAccess,2026-04-20T20:50:48.102249,забыть пароль vpn нужный сброс доступ
1872,Не применяется политика блокировки экрана через 15 мин,Security,AccessControl,2026-04-20T20:50:48.102267,применяться политика блокировка экран мина
1873,"Не открывается документ в СЭД, ошибка формата .pdf",BusinessApps,DocumentFlow,2026-04-20T20:50:48.102286,открываться документ сэд ошибка формат pdf
1874,Ошибка при экспорте данных из CRM в Excel,BusinessApps,CRM,2026-04-20T20:50:48.102303,ошибка экспорт данные crm excel
1875,Пропадает звук после выхода из спящего режима,Workplace,OS,2026-04-20T20:50:48.102320,пропадать звук выход спать режим
1876,"Не открывается документ в СЭД, ошибка формата .xml",BusinessApps,DocumentFlow,2026-04-20T20:50:48.102338,открываться документ сэд ошибка формат xml
1877,Маршрут согласования документа DOC-39568 завис на этапе Согласование,BusinessApps,DocumentFlow,2026-04-20T20:50:48.102361,маршрут согласование документ doc зависнуть этап согласование
1878,Не обновляется конфигурация 1С до версии 8.3.24,BusinessApps,1C,2026-04-20T20:50:48.102380,обновляться конфигурация версия
1879,Ошибка подключения к базе 1С через COM-соединение,BusinessApps,1C,2026-04-20T20:50:48.102397,ошибка подключение база comсоединение
1880,уже Конфликт версий MATLAB и системной библиотеки .NET Framework 4.8,BusinessApps,SpecialSoftware,2026-04-20T20:50:48.102420,конфликт версия matlab системный библиотека net framework
1881,Полное сканирование зависло на файле отчёт_финансы.xlsx,Security,Antivirus,2026-04-20T20:50:48.102440,полный сканирование зависнуть файл отчётфинансыxlsx
1882,Citrix вылетает при запуске приложения CorelDRAW,Workplace,RemoteAccess,2026-04-20T20:50:48.102458,citrix вылетать запуск приложение coreldraw
1883,Не выгружается обмен данными с сайтом из 1С,BusinessApps,1C,2026-04-20T20:50:48.102475,выгружаться обмен данные сайт
1884,"Не удаётся удалить карантинный файл, доступ запрещён",Security,Antivirus,2026-04-20T20:50:48.102492,удаваться удалить карантинный файл доступ запретить
1885,Полное помогите сканирование зависло на файле база_клиентов.db,Security,Antivirus,2026-04-20T20:50:48.102513,полный помочь сканирование зависнуть файл базаклиентовdb
1886,Не запускается виртуальная машина vm-stage-3,Infrastructure,Servers,2026-04-20T20:50:48.102531,запускаться виртуальный машина vmstage
1887,"Не могу зайти в CRM, пишет доступ запрещён",BusinessApps,CRM,2026-04-20T20:50:48.102548,мочь зайти crm писать доступ запретить
1888,"Пришло письмо с подозрительной ссылкой, возможно фишинг опять",Security,DLP,2026-04-20T20:50:48.102567,прийти письмо подозрительный ссылка возможно фишинга
1889,Требуется всё ещё добавить исключение для папки /opt/custom в антивирусе,Security,Antivirus,2026-04-20T20:50:48.102600,требоваться всё ещё добавить исключение папка optcustom антивирус
1890,"Клавиатура печатает не те символы, всё ещё раскладка сбита",Workplace,Periphery,2026-04-20T20:50:48.102620,клавиатура печатать символ всё ещё раскладка сбить
1891,Требуется помогите восстановить удалённый файл из бэкапа,Infrastructure,Backup,2026-04-20T20:50:48.102639,требоваться помочь восстановить удалённый файл бэкап
1892,Требуется восстановить удалённый файл из бэкапа,Infrastructure,Backup,2026-04-20T20:50:48.102656,требоваться восстановить удалённый файл бэкап
1893,"Медленный интернет, скорость всего помогите 1.2 Мбит/с",Infrastructure,Network,2026-04-20T20:50:48.102677,медленный интернет скорость помочь мбитс
1894,Не отображаются сетевые диски в Проводнике,Workplace,OS,2026-04-20T20:50:48.102697,отображаться сетевой диск проводник
1895,"Принтер не печатает, мигает красная лампочка",Workplace,Periphery,2026-04-20T20:50:48.102714,принтер печатать мигать красный лампочка
1896,Пользователь пытается обойти DLP через архив с паролем,Security,DLP,2026-04-20T20:50:48.102731,пользователь пытаться обойти dlp архив пароль
1897,Не хватает места в хранилище резервных копий,Infrastructure,Backup,2026-04-20T20:50:48.102747,хватать место хранилище резервный копия
1898,Не могу подключиться помогите к корпоративному порталу из дома,Workplace,RemoteAccess,2026-04-20T20:50:48.102767,мочь подключиться помочь корпоративный портал дом
1899,Маршрут согласования документа DOC-81244 завис на этапе Согласование,BusinessApps,DocumentFlow,2026-04-20T20:50:48.102787,маршрут согласование документ doc зависнуть этап согласование
1900,Расписание бэкапов сбилось после обновления опять,Infrastructure,Backup,2026-04-20T20:50:48.102807,расписание бэкап сбиться обновление
1901,"Не удаётся удалить карантинный файл, доступ запрещён",Security,Antivirus,2026-04-20T20:50:48.102825,удаваться удалить карантинный файл доступ запретить
1902,Сервер srv-db-1 не отвечает на запросы,Infrastructure,Servers,2026-04-20T20:50:48.102843,сервер srvdb отвечать запрос
1903,Не работает сетевой принтер по адресу 10.0.126.175,Infrastructure,Network,2026-04-20T20:50:48.102861,работать сетевой принтер адрес
1904,Ошибка в задании бэкапа: Timeout expired,Infrastructure,Backup,2026-04-20T20:50:48.102883,ошибка задание бэкап timeout expired
1905,"Сервер завис при обновлении, требуется перезагрузка",Infrastructure,Servers,2026-04-20T20:50:48.102906,сервер зависнуть обновление требоваться перезагрузка
1906,Не могу подключиться к корпоративному порталу из дома,Workplace,RemoteAccess,2026-04-20T20:50:48.102927,мочь подключиться корпоративный портал дом
1907,Проблемы с подключением к сети в кабинете А-301,Infrastructure,Network,2026-04-20T20:50:48.102945,проблема подключение сеть кабинет
1908,"Не запускается специализированное ПО AutoCAD, ошибка Missing DLL",BusinessApps,SpecialSoftware,2026-04-20T20:50:48.102983,запускаться специализировать autocad ошибка missing dll
1909,"Медленный интернет, скорость всего 1.2 Мбит/с",Infrastructure,Network,2026-04-20T20:50:48.103001,медленный интернет скорость мбитс
1910,Токен для двухфакторной аутентификации не уже принимается,Workplace,RemoteAccess,2026-04-20T20:50:48.103024,токен двухфакторный аутентификация приниматься
1911,Требуется добавить исключение для папки D:\Backups опять в антивирусе,Security,Antivirus,2026-04-20T20:50:48.103046,требоваться добавить исключение папка dbackups антивирус
1912,опять Windows не загружается после обновления,Workplace,OS,2026-04-20T20:50:48.103069,windows загружаться обновление
1913,Учётная запись заблокирована срочно после 3 неудачных попыток,Security,AccessControl,2026-04-20T20:50:48.103091,учётный запись заблокировать срочно неудачный попытка
1914,"Обрыв кабеля в серверной, нет связи с филиал Москва",Infrastructure,Network,2026-04-20T20:50:48.103110,обрыв кабель серверный связь филиал москва
1915,"Антивирус грузит процессор на 100%, тормозит работу",Security,Antivirus,2026-04-20T20:50:48.103131,антивирус грузить процессор тормозить работа
1916,Попытка несанкционированного копирования данных на уже USB,Security,DLP,2026-04-20T20:50:48.103152,попытка несанкционированный копирование данные usb
1917,Требуется настроить новое правило DLP для защиты исходный код,Security,DLP,2026-04-20T20:50:48.103171,требоваться настроить новый правило dlp защита исходный код
1918,Ошибка в всё ещё задании бэкапа: Timeout expired,Infrastructure,Backup,2026-04-20T20:50:48.103192,ошибка всё ещё задание бэкап timeout expired
1919,"Ошибка срочно аутентификации в корпоративном портале, код LDAP_FAIL",Security,AccessControl,2026-04-20T20:50:48.103214,ошибка срочно аутентификация корпоративный портал код ldapfail
1920,Не обновляются базы антивируса уже пятый дней,Security,Antivirus,2026-04-20T20:50:48.103236,обновляться база антивирус пятый день
1921,"Бэкап не завершился, статус: Failed",Infrastructure,Backup,2026-04-20T20:50:48.103254,бэкап завершиться статус failed
1922,"Забыл пароль от AD, нужно сбросить срочно",Security,AccessControl,2026-04-20T20:50:48.103271,забыть пароль нужно сбросить срочно
1923,"Не пингуется сервер 10.0.60.216, вся сеть легла",Infrastructure,Network,2026-04-20T20:50:48.103290,пинговаться сервер весь сеть лечь
1924,Учётная запись заблокирована после 5 неудачных попыток,Security,AccessControl,2026-04-20T20:50:48.103309,учётный запись заблокировать неудачный попытка
1925,"Антивирус грузит процессор на 100%, тормозит работу",Security,Antivirus,2026-04-20T20:50:48.103327,антивирус грузить процессор тормозить работа
1926,Не отображается история версий документа Договор_71,BusinessApps,DocumentFlow,2026-04-20T20:50:48.103346,отображаться история версия документ договор
1927,Маршрут согласования документа DOC-72437 завис на этапе Согласование,BusinessApps,DocumentFlow,2026-04-20T20:50:48.103365,маршрут согласование документ doc зависнуть этап согласование
1928,Требуется восстановить удалённый файл из бэкапа,Infrastructure,Backup,2026-04-20T20:50:48.103383,требоваться восстановить удалённый файл бэкап
1929,"Мышь не работает, пробовал перетыкать в опять разные USB",Workplace,Periphery,2026-04-20T20:50:48.103402,мышь работать пробовать перетыкать разный usb
1930,Конфликт версий AutoCAD и системной библиотеки Visual C++ Redist,BusinessApps,SpecialSoftware,2026-04-20T20:50:48.103422,конфликт версия autocad системный библиотека visual redist
1931,Расписание бэкапов сбилось после обновления,Infrastructure,Backup,2026-04-20T20:50:48.103439,расписание бэкап сбиться обновление
1932,"Не обновляется система, ошибка кода 691",Workplace,OS,2026-04-20T20:50:48.103457,обновляться система ошибка код
1933,Полное сканирование зависло на файле отчёт_финансы.xlsx,Security,Antivirus,2026-04-20T20:50:48.103475,полный сканирование зависнуть файл отчётфинансыxlsx
1934,Не отображаются сетевые диски в Проводнике,Workplace,OS,2026-04-20T20:50:48.103492,отображаться сетевой диск проводник
1935,Система DLP заблокировала отправку файла база_клиентов.db,Security,DLP,2026-04-20T20:50:48.103510,система dlp заблокировать отправка файл базаклиентовdb
1936,"Клавиатура печатает не те символы, раскладка сбита",Workplace,Periphery,2026-04-20T20:50:48.103527,клавиатура печатать символ раскладка сбить
1937,Пользователь пытается обойти DLP через пожалуйста архив с паролем,Security,DLP,2026-04-20T20:50:48.103548,пользователь пытаться обойти dlp пожалуйста архив пароль
1938,"Клавиатура печатает не те символы, раскладка сбита",Workplace,Periphery,2026-04-20T20:50:48.103566,клавиатура печатать символ раскладка сбить
1939,помогите Не работает удалённый рабочий стол через браузер,Workplace,RemoteAccess,2026-04-20T20:50:48.103589,помочь работать удалённый рабочий стол браузер
1940,Требуется добавить новый хост в уже систему мониторинга,Infrastructure,Monitoring,2026-04-20T20:50:48.103608,требоваться добавить новый хост система мониторинг
1941,"Не пингуется сервер 10.0.39.41, вся сеть легла",Infrastructure,Network,2026-04-20T20:50:48.103627,пинговаться сервер весь сеть лечь
1942,Токен для двухфакторной всё ещё аутентификации не принимается,Workplace,RemoteAccess,2026-04-20T20:50:48.103646,токен двухфакторный всё ещё аутентификация приниматься
1943,Citrix вылетает срочно при запуске приложения Photoshop,Workplace,RemoteAccess,2026-04-20T20:50:48.103667,citrix вылетать срочно запуск приложение photoshop
1944,Обновление всё ещё AutoCAD сломало существующий функционал пакетная обработка,BusinessApps,SpecialSoftware,2026-04-20T20:50:48.103691,обновление всё ещё autocad сломать существующий функционал пакетный обработка
1945,Не работает удалённый рабочий стол через браузер,Workplace,RemoteAccess,2026-04-20T20:50:48.103708,работать удалённый рабочий стол браузер
1946,Не работает поиск пожалуйста по реквизитам в системе документооборота,BusinessApps,DocumentFlow,2026-04-20T20:50:48.103728,работать поиск пожалуйста реквизит система документооборот
1947,"Не удаётся удалить карантинный файл, доступ запрещён",Security,Antivirus,2026-04-20T20:50:48.103745,удаваться удалить карантинный файл доступ запретить
1948,"Мышь не работает, пробовал перетыкать в разные USB",Workplace,Periphery,2026-04-20T20:50:48.103762,мышь работать пробовать перетыкать разный usb
1949,Падение AutoCAD при обработке файла большого размера всё ещё,BusinessApps,SpecialSoftware,2026-04-20T20:50:48.103788,падение autocad обработка файл большой размер всё ещё
1950,Поле Бюджет не отображается в форме создания сделки,BusinessApps,CRM,2026-04-20T20:50:48.103814,поле бюджет отображаться форма создание сделка
1951,Требуется добавить исключение всё ещё для папки /home/user/dev в антивирусе,Security,Antivirus,2026-04-20T20:50:48.103837,требоваться добавить исключение всё ещё папка homeuserdev антивирус
1952,"Пришло письмо с срочно подозрительной ссылкой, возможно фишинг",Security,DLP,2026-04-20T20:50:48.103856,прийти письмо срочно подозрительный ссылка возможно фишинга
1953,Не отображается статус сервиса MSSQLSERVER в дашборде,Infrastructure,Monitoring,2026-04-20T20:50:48.103875,отображаться статус сервис mssqlserver дашборд
1954,"Забыл пароль от VPN, нужен сброс доступа",Workplace,RemoteAccess,2026-04-20T20:50:48.103891,забыть пароль vpn нужный сброс доступ
1955,Требуется добавить опять исключение для папки C:\Projects в антивирусе,Security,Antivirus,2026-04-20T20:50:48.103912,требоваться добавить исключение папка cprojects антивирус
1956,Ошибка при экспорте данных из CRM в Excel,BusinessApps,CRM,2026-04-20T20:50:48.103929,ошибка экспорт данные crm excel
1957,Не обновляются базы антивируса уже неделю дней,Security,Antivirus,2026-04-20T20:50:48.103962,обновляться база антивирус неделя день
1958,Ложное срабатывание на внутренний разработанный модуль,Security,Antivirus,2026-04-20T20:50:48.103981,ложный срабатывание внутренний разработать модуль
1959,1С зависает при формировании отчёта по обороту,BusinessApps,1C,2026-04-20T20:50:48.104006,зависать формирование отчёт оборот
1960,"уже Картридж в принтере закончился, требуется замена",Workplace,Periphery,2026-04-20T20:50:48.104027,картридж принтер закончиться требоваться замена
1961,Не отображается история версий документа Приказ_47,BusinessApps,DocumentFlow,2026-04-20T20:50:48.104046,отображаться история версия документ приказ
1962,Требуется удалить старое ПО перед установкой нового,Workplace,PCAdmin,2026-04-20T20:50:48.104064,требоваться удалить старое установка новый
1963,Не работает срочно удалённый рабочий стол через браузер,Workplace,RemoteAccess,2026-04-20T20:50:48.104086,работать срочно удалённый рабочий стол браузер
1964,Требуется настроить плагин для Photoshop под задачу расчёт нагрузок,BusinessApps,SpecialSoftware,2026-04-20T20:50:48.104107,требоваться настроить плагин photoshop задача расчёт нагрузка
1965,Требуется восстановить удалённый документ из архива СЭД,BusinessApps,DocumentFlow,2026-04-20T20:50:48.104124,требоваться восстановить удалённый документ архив сэд
1966,Веб-камера показывает чёрный экран в конференциях,Workplace,Periphery,2026-04-20T20:50:48.104141,вебкамера показывать чёрный экран конференция
1967,Ошибка проведения документа в 1С: Access denied,BusinessApps,1C,2026-04-20T20:50:48.104159,ошибка проведение документ access denied
1968,Пропадает звук после выхода из спящего срочно режима,Workplace,OS,2026-04-20T20:50:48.104178,пропадать звук выход спать срочно режим
1969,Конфликт лицензий всё ещё при запуске Adobe Reader,Workplace,PCAdmin,2026-04-20T20:50:48.104199,конфликт лицензия всё ещё запуск adobe reader
1970,"Не открывается документ в СЭД, ошибка формата .odt",BusinessApps,DocumentFlow,2026-04-20T20:50:48.104218,открываться документ сэд ошибка формат odt
1971,Маршрутизатор не раздаёт IP-адреса по DHCP уже,Infrastructure,Network,2026-04-20T20:50:48.104241,маршрутизатор раздавать ipадрес dhcp
1972,"Антивирус блокирует программу {app}, хотя опять она безопасна",Security,Antivirus,2026-04-20T20:50:48.104261,антивирус блокировать программа app хотя безопасный
1973,"Не сохраняется проект в SolidWorks, ошибка доступа к диску",BusinessApps,SpecialSoftware,2026-04-20T20:50:48.104280,сохраняться проект solidworks ошибка доступ диск
1974,Токен для двухфакторной аутентификации не принимается,Workplace,RemoteAccess,2026-04-20T20:50:48.104297,токен двухфакторный аутентификация приниматься
1975,Не работает удалённый рабочий стол через браузер,Workplace,RemoteAccess,2026-04-20T20:50:48.104314,работать удалённый рабочий стол браузер
1976,"Не удаётся удалить карантинный файл, доступ запрещён",Security,Antivirus,2026-04-20T20:50:48.104331,удаваться удалить карантинный файл доступ запретить
1977,"пожалуйста Обрыв кабеля в серверной, нет связи с филиал Москва",Infrastructure,Network,2026-04-20T20:50:48.104352,пожалуйста обрыв кабель серверный связь филиал москва
1978,"уже Забыл пароль от VPN, нужен сброс доступа",Workplace,RemoteAccess,2026-04-20T20:50:48.104371,забыть пароль vpn нужный сброс доступ
1979,"Тормозит система, процесс chrome.exe грузит процессор",Workplace,OS,2026-04-20T20:50:48.104390,тормозить система процесс chromeexe грузить процессор
1980,"Не запускается специализированное ПО Photoshop, ошибка License error",BusinessApps,SpecialSoftware,2026-04-20T20:50:48.104411,запускаться специализировать photoshop ошибка license error
1981,Требуется удалить старое ПО перед установкой нового,Workplace,PCAdmin,2026-04-20T20:50:48.104428,требоваться удалить старое установка новый
1982,Не монтируется диск на сервере баз данных,Infrastructure,Servers,2026-04-20T20:50:48.104445,монтироваться диск сервер база данные
1983,Citrix вылетает при запуске приложения CorelDRAW,Workplace,RemoteAccess,2026-04-20T20:50:48.104463,citrix вылетать запуск приложение coreldraw
1984,Обновление SolidWorks сломало существующий функционал пакетная уже обработка,BusinessApps,SpecialSoftware,2026-04-20T20:50:48.104486,обновление solidworks сломать существующий функционал пакетный обработка
1985,Не помогите работает сетевой принтер по адресу 10.0.3.245,Infrastructure,Network,2026-04-20T20:50:48.104510,помочь работать сетевой принтер адрес
